total_return,annualized_return,annualized_sharpe,sortino_ratio,max_drawdown,calmar_ratio,bb_window,rsi_window,bb_threshold,rsi_limits,qty_scale,max_p_value
2.4006381556210488,0.3806586589066492,0.05037838746006093,0.35627092466962107,0.9377383697450263,0.4059326899571693,18,28,1.0,"[20.0, 80.0]",1.6,0.2
0.30342978008592913,0.07656918281383329,0.28170222833462955,0.3486074983072787,0.4245201727228504,0.18036641774340784,18,28,1.0,"[25.0, 75.0]",0.1,0.1
3.67846652568595,0.5017501370657751,0.42137624808464347,0.561592189759142,0.8083172093472386,0.6207342009592576,18,28,1.0,"[25.0, 75.0]",0.1,0.15
3.67846652568595,0.5017501370657751,0.42137624808464347,0.561592189759142,0.8083172093472386,0.6207342009592576,18,28,1.0,"[25.0, 75.0]",0.1,0.2
2.1240084606015066,0.37320228782493126,0.35002170900655244,0.4823152989458957,0.8857994839878323,0.4213168945919794,18,28,1.0,"[25.0, 75.0]",0.7,0.1
-0.3457740087415285,-0.10579459907124333,-0.013318078980276288,-0.06585036965494566,0.9406145092086001,-0.11247391788614358,18,28,1.0,"[25.0, 75.0]",0.7,0.15
-0.3457740087415285,-0.10579459907124333,-0.013318078980276288,-0.06585036965494566,0.9406145092086001,-0.11247391788614358,18,28,1.0,"[25.0, 75.0]",0.7,0.2
3.6411573610311736,0.5331961129181688,0.33957586375335574,0.4889378326381626,0.9580950655585511,0.5565169178773776,18,28,1.0,"[25.0, 75.0]",1.2,0.1
-0.39325981467204163,-0.12337671614006573,-0.02222978670966437,-0.08238641015243994,0.8900268427826227,-0.13862134287358666,18,28,1.0,"[25.0, 75.0]",1.2,0.15
-0.39325981467204163,-0.12337671614006573,-0.02222978670966437,-0.08238641015243994,0.8900268427826227,-0.13862134287358666,18,28,1.0,"[25.0, 75.0]",1.2,0.2
0.9227516567313641,0.19963196388420723,0.10193467932701154,0.20037729480692099,0.9674412671135333,0.20635047384305924,18,28,1.0,"[25.0, 75.0]",1.6,0.1
-0.4247815254077656,-0.13561574824600808,-0.027165302499971768,-0.08157898931842163,0.9004363441049047,-0.15061114440112855,18,28,1.0,"[25.0, 75.0]",1.6,0.15
-0.4247815254077656,-0.13561574824600808,-0.027165302499971768,-0.08157898931842163,0.9004363441049047,-0.15061114440112855,18,28,1.0,"[25.0, 75.0]",1.6,0.2
0.0806010867744702,0.021816471864866793,0.07228708538402188,0.07896707021215506,0.5010361517822051,0.04354271001656219,18,28,1.0,"[30.0, 70.0]",0.1,0.1
4.051480470964081,0.5324188503848217,0.3329330548891804,0.4917218270327195,0.8511624073191191,0.6255196961315121,18,28,1.0,"[30.0, 70.0]",0.1,0.15
4.051480470964081,0.5324188503848217,0.3329330548891804,0.4917218270327195,0.8511624073191191,0.6255196961315121,18,28,1.0,"[30.0, 70.0]",0.1,0.2
0.5642076074213043,0.13264592696445887,0.1051614357421567,0.15053037288901136,0.9467438641934924,0.14010751163141325,18,28,1.0,"[30.0, 70.0]",0.7,0.1
0.1612716513730208,0.04018964020313898,0.0010771615280975517,0.0011467334941413193,1.192875197137336,0.03369140401241148,18,28,1.0,"[30.0, 70.0]",0.7,0.15
0.1612716513730208,0.04018964020313898,0.0010771615280975517,0.0011467334941413193,1.192875197137336,0.03369140401241148,18,28,1.0,"[30.0, 70.0]",0.7,0.2
1.0098817336628665,0.21452578105754827,0.13629782084348285,0.21715471585534138,0.952705488683795,0.22517533865993064,18,28,1.0,"[30.0, 70.0]",1.2,0.1
0.0282032103455232,0.007356661364916084,0.0005924045435164421,0.00402633872154449,0.9674173036145493,0.007604434340206115,18,28,1.0,"[30.0, 70.0]",1.2,0.15
0.0282032103455232,0.007356661364916084,0.0005924045435164421,0.00402633872154449,0.9674173036145493,0.007604434340206115,18,28,1.0,"[30.0, 70.0]",1.2,0.2
2.260762292888641,0.3896804242943417,0.2785566958842602,0.39977244190723016,0.9142952107283335,0.4262085371571833,18,28,1.0,"[30.0, 70.0]",1.6,0.1
0.2777781912797974,0.06673133367556572,0.008883571495691762,0.03878795281094902,0.9193281804963979,0.07258706421849666,18,28,1.0,"[30.0, 70.0]",1.6,0.15
0.2777781912797974,0.06673133367556572,0.008883571495691762,0.03878795281094902,0.9193281804963979,0.07258706421849666,18,28,1.0,"[30.0, 70.0]",1.6,0.2
0.06457595111269065,0.01757480303774539,0.2879019545565361,0.3487114077726927,0.11331686629320421,0.15509432631388764,18,28,1.4,"[20.0, 80.0]",0.1,0.1
0.21573576531482375,0.05283022264198278,0.04989559699920374,0.07496449340505099,0.9065980367029971,0.05827303888072509,18,28,1.4,"[20.0, 80.0]",0.1,0.15
0.21573576531482375,0.05283022264198278,0.04989559699920374,0.07496449340505099,0.9065980367029971,0.05827303888072509,18,28,1.4,"[20.0, 80.0]",0.1,0.2
0.4520316577888497,0.10942083221215015,0.3265948371520949,0.41988146973181845,0.47768597371337773,0.22906436075890538,18,28,1.4,"[20.0, 80.0]",0.7,0.1
3.7903570016058667,0.5111331282040816,0.35974493639299643,0.8954591521970777,0.5551822631817517,0.9206582452306306,18,28,1.4,"[20.0, 80.0]",0.7,0.15
3.7903570016058667,0.5111331282040816,0.35974493639299643,0.8954591521970777,0.5551822631817517,0.9206582452306306,18,28,1.4,"[20.0, 80.0]",0.7,0.2
0.7749114133523061,0.17320561661476996,0.3478269700382562,0.46067915318365366,0.61501820334343,0.28162681311410037,18,28,1.4,"[20.0, 80.0]",1.2,0.1
6.582828184201346,0.705567360503075,0.540651707520126,1.0440398703560796,0.6118573362094428,1.1531566571942755,18,28,1.4,"[20.0, 80.0]",1.2,0.15
6.582828184201346,0.705567360503075,0.540651707520126,1.0440398703560796,0.6118573362094428,1.1531566571942755,18,28,1.4,"[20.0, 80.0]",1.2,0.2
1.0332152178030678,0.2184350466209608,0.3608871219530972,0.4859427088443778,0.6838270541781286,0.31943024963159933,18,28,1.4,"[20.0, 80.0]",1.6,0.1
8.816805130277682,0.8256677401366135,0.6092078477427957,1.0066100204228523,0.810621364336163,1.018561533735016,18,28,1.4,"[20.0, 80.0]",1.6,0.15
8.816805130277682,0.8256677401366135,0.6092078477427957,1.0066100204228523,0.810621364336163,1.018561533735016,18,28,1.4,"[20.0, 80.0]",1.6,0.2
0.18077104544770672,0.04735014770183632,0.28176887020956576,0.34122142215049744,0.2891230212215627,0.16377162739161694,18,28,1.4,"[25.0, 75.0]",0.1,0.1
1.4586314592193608,0.2675424991640041,0.03066820742184207,0.02290250628860564,1.0369306040768609,0.2580138903337575,18,28,1.4,"[25.0, 75.0]",0.1,0.15
1.4586314592193608,0.2675424991640041,0.03066820742184207,0.02290250628860564,1.0369306040768609,0.2580138903337575,18,28,1.4,"[25.0, 75.0]",0.1,0.2
1.2653973181339757,0.2556741789333574,0.35546295175335213,0.4739500651164132,0.7664030781442441,0.33360275581413723,18,28,1.4,"[25.0, 75.0]",0.7,0.1
1.5775695020154017,0.2834221305034066,0.03232498446417308,0.21777746659618996,0.974812774441962,0.29074519531779164,18,28,1.4,"[25.0, 75.0]",0.7,0.15
1.5775695020154017,0.2834221305034066,0.03232498446417308,0.21777746659618996,0.974812774441962,0.29074519531779164,18,28,1.4,"[25.0, 75.0]",0.7,0.2
2.169252545372535,0.378710590792976,0.38146306107554223,0.5232099588458025,0.8656379750143708,0.43749304180733156,18,28,1.4,"[25.0, 75.0]",1.2,0.1
2.250774492159737,0.36435673996099327,0.05758653825107073,0.2808155370102868,0.9481754101528699,0.3842714502607168,18,28,1.4,"[25.0, 75.0]",1.2,0.15
2.250774492159737,0.36435673996099327,0.05758653825107073,0.2808155370102868,0.9481754101528699,0.3842714502607168,18,28,1.4,"[25.0, 75.0]",1.2,0.2
2.8923367271633795,0.45989795432081104,0.39203616213973,0.5453591564850161,0.9067295706778623,0.5072052011902466,18,28,1.4,"[25.0, 75.0]",1.6,0.1
0.474522395468399,0.10776089414004675,0.013381841334902046,0.05173320668825023,0.9925360299087461,0.10857126682842365,18,28,1.4,"[25.0, 75.0]",1.6,0.15
0.474522395468399,0.10776089414004675,0.013381841334902046,0.05173320668825023,0.9925360299087461,0.10857126682842365,18,28,1.4,"[25.0, 75.0]",1.6,0.2
0.22907545749638203,0.059107076868586406,0.2810433612908337,0.3395290174369617,0.3424883321829904,0.1725812861765045,18,28,1.4,"[30.0, 70.0]",0.1,0.1
1.1188790779915525,0.21882495577203032,0.09603477650949474,0.20574683675231295,0.9291521403451886,0.2355103607582875,18,28,1.4,"[30.0, 70.0]",0.1,0.15
1.1188790779915525,0.21882495577203032,0.09603477650949474,0.20574683675231295,0.9291521403451886,0.2355103607582875,18,28,1.4,"[30.0, 70.0]",0.1,0.2
1.6035282024746502,0.30526327677357723,0.3598144319307441,0.4824935122236904,0.8143721336140604,0.3748449439433358,18,28,1.4,"[30.0, 70.0]",0.7,0.1
2.421930166787305,0.382931593020986,0.027430882444326888,0.2133396978735613,0.9877119611928512,0.3876956117434508,18,28,1.4,"[30.0, 70.0]",0.7,0.15
2.421930166787305,0.382931593020986,0.027430882444326888,0.2133396978735613,0.9877119611928512,0.3876956117434508,18,28,1.4,"[30.0, 70.0]",0.7,0.2
2.748905489956535,0.4447167737703306,0.3817650529502061,0.5264637491615851,0.9005365916990112,0.4938353175980321,18,28,1.4,"[30.0, 70.0]",1.2,0.1
-0.71288171325736,-0.2802552724304954,-0.004321765930758246,-0.0029399068727727217,1.2655946564247669,-0.221441573735939,18,28,1.4,"[30.0, 70.0]",1.2,0.15
-0.71288171325736,-0.2802552724304954,-0.004321765930758246,-0.0029399068727727217,1.2655946564247669,-0.221441573735939,18,28,1.4,"[30.0, 70.0]",1.2,0.2
3.665207319942062,0.5354039428918633,0.3860008681892258,0.5419798010785413,0.9351674026001063,0.5725220333848733,18,28,1.4,"[30.0, 70.0]",1.6,0.1
0.1445814875742073,0.036228739375139485,0.0010528021406584498,0.0007038097105189112,1.04653846527757,0.034617685424042824,18,28,1.4,"[30.0, 70.0]",1.6,0.15
0.1445814875742073,0.036228739375139485,0.0010528021406584498,0.0007038097105189112,1.04653846527757,0.034617685424042824,18,28,1.4,"[30.0, 70.0]",1.6,0.2
0.03599562239428189,0.00989413770708003,0.2889987591833682,0.34595048154976754,0.065194211897419,0.15176405111926405,18,28,1.7,"[20.0, 80.0]",0.1,0.1
0.13642486372998652,0.034277523583516656,0.06253947725465063,0.08881815360471038,0.6907148482636151,0.04962615711778423,18,28,1.7,"[20.0, 80.0]",0.1,0.15
0.13642486372998652,0.034277523583516656,0.06253947725465063,0.08881815360471038,0.6907148482636151,0.04962615711778423,18,28,1.7,"[20.0, 80.0]",0.1,0.2
0.251969356759987,0.06456306936844913,0.3145346653036554,0.3914427058937053,0.3298434879914212,0.19573849937619,18,28,1.7,"[20.0, 80.0]",0.7,0.1
1.9966527185109229,0.3354012024233548,0.2176814821162705,0.6033637153339585,0.6509367614382657,0.5152592729319436,18,28,1.7,"[20.0, 80.0]",0.7,0.15
1.9966527185109229,0.3354012024233548,0.2176814821162705,0.6033637153339585,0.6509367614382657,0.5152592729319436,18,28,1.7,"[20.0, 80.0]",0.7,0.2
0.4319474687314133,0.10512701151621684,0.3308439253920146,0.4215669027565407,0.45932977471266145,0.22887044843104312,18,28,1.7,"[20.0, 80.0]",1.2,0.1
4.27669124288251,0.5501355825389691,0.39855421043188827,0.919910689899755,0.5400196265081038,1.0187325710664954,18,28,1.7,"[20.0, 80.0]",1.2,0.15
4.27669124288251,0.5501355825389691,0.39855421043188827,0.919910689899755,0.5400196265081038,1.0187325710664954,18,28,1.7,"[20.0, 80.0]",1.2,0.2
0.5759299583085495,0.13500278733769977,0.3417324910950068,0.44199185055327517,0.5324939701307546,0.25352923208604533,18,28,1.7,"[20.0, 80.0]",1.6,0.1
5.74195587518596,0.6535468421991839,0.4957477637553774,0.9964519643544152,0.5693134869373784,1.1479560157883117,18,28,1.7,"[20.0, 80.0]",1.6,0.15
5.74195587518596,0.6535468421991839,0.4957477637553774,0.9964519643544152,0.5693134869373784,1.1479560157883117,18,28,1.7,"[20.0, 80.0]",1.6,0.2
0.11328850238694965,0.030329693280224168,0.27209647584149665,0.32320016789148004,0.2030065158772481,0.14940256054915801,18,28,1.7,"[25.0, 75.0]",0.1,0.1
1.077918004054077,0.2125708538981601,0.17863184638590243,0.25155735031801874,0.9350592771573012,0.227334094309403,18,28,1.7,"[25.0, 75.0]",0.1,0.15
1.077918004054077,0.2125708538981601,0.17863184638590243,0.25155735031801874,0.9350592771573012,0.227334094309403,18,28,1.7,"[25.0, 75.0]",0.1,0.2
0.7930195167086451,0.17652584815878014,0.3313241372742989,0.42728506835013585,0.6608161776757132,0.267133060785034,18,28,1.7,"[25.0, 75.0]",0.7,0.1
2.741187687466269,0.4158254767369951,0.11687594688768807,0.4265042400572124,0.9421559472231813,0.44135525330234193,18,28,1.7,"[25.0, 75.0]",0.7,0.15
2.741187687466269,0.4158254767369951,0.11687594688768807,0.4265042400572124,0.9421559472231813,0.44135525330234193,18,28,1.7,"[25.0, 75.0]",0.7,0.2
1.3594620286433874,0.26997783743410864,0.3576895320770208,0.47599688892465625,0.7835215005823993,0.34456978810847105,18,28,1.7,"[25.0, 75.0]",1.2,0.1
5.481618150006862,0.6364749233185247,0.18693888335806225,0.537850965239942,0.9701080745347891,0.656086615528629,18,28,1.7,"[25.0, 75.0]",1.2,0.15
5.481618150006862,0.6364749233185247,0.18693888335806225,0.537850965239942,0.9701080745347891,0.656086615528629,18,28,1.7,"[25.0, 75.0]",1.2,0.2
1.8126160381911736,0.3336392794713645,0.3716859237794618,0.5022576071373454,0.837982516461233,0.398145871682753,18,28,1.7,"[25.0, 75.0]",1.6,0.1
2.0760648800688988,0.34463778191546157,0.09842877343054467,0.27554282466505214,0.9561278827875747,0.360451554775995,18,28,1.7,"[25.0, 75.0]",1.6,0.15
2.0760648800688988,0.34463778191546157,0.09842877343054467,0.27554282466505214,0.9561278827875747,0.360451554775995,18,28,1.7,"[25.0, 75.0]",1.6,0.2
0.14577824034697873,0.03861452564980117,0.276815311141489,0.329881449558555,0.24634473511254326,0.15674995299639757,18,28,1.7,"[30.0, 70.0]",0.1,0.1
-0.08376269708930562,-0.02279054626777799,-0.00016591017066938999,-0.00011088038133643482,1.0024057263773882,-0.022735850033639718,18,28,1.7,"[30.0, 70.0]",0.1,0.15
-0.08376269708930562,-0.02279054626777799,-0.00016591017066938999,-0.00011088038133643482,1.0024057263773882,-0.022735850033639718,18,28,1.7,"[30.0, 70.0]",0.1,0.2
1.0204476824288453,0.21630002317584274,0.3457377999272108,0.45131222849179886,0.7171991861202611,0.3015898893387383,18,28,1.7,"[30.0, 70.0]",0.7,0.1
0.17831436186194471,0.04419117831488828,0.014452802194379685,0.037420537563154416,0.9123249851337083,0.0484379788287961,18,28,1.7,"[30.0, 70.0]",0.7,0.15
0.17831436186194471,0.04419117831488828,0.014452802194379685,0.037420537563154416,0.9123249851337083,0.0484379788287961,18,28,1.7,"[30.0, 70.0]",0.7,0.2
1.7493388841637305,0.325217151826779,0.37336049455656084,0.5021555075901171,0.8269652711238338,0.3932657914217046,18,28,1.7,"[30.0, 70.0]",1.2,0.1
0.9523406477246619,0.19281313681097134,0.01529003060059516,0.06065638222566809,1.0262149184313931,0.1878876766922208,18,28,1.7,"[30.0, 70.0]",1.2,0.15
0.9523406477246619,0.19281313681097134,0.01529003060059516,0.06065638222566809,1.0262149184313931,0.1878876766922208,18,28,1.7,"[30.0, 70.0]",1.2,0.2
2.3324518455516547,0.398120111450341,0.38677843052647815,0.527612195909572,0.8737704357460775,0.4556346783585121,18,28,1.7,"[30.0, 70.0]",1.6,0.1
-0.34935746129544376,-0.10708799679629832,-0.006032099803348221,-0.01465152503828164,1.20162287040301,-0.08911947286787432,18,28,1.7,"[30.0, 70.0]",1.6,0.15
-0.34935746129544376,-0.10708799679629832,-0.006032099803348221,-0.01465152503828164,1.20162287040301,-0.08911947286787432,18,28,1.7,"[30.0, 70.0]",1.6,0.2
0.020748439631968818,0.005733908500676677,0.2889583781285151,0.34293095320467104,0.038417582943850836,0.14925219291013342,18,28,2.0,"[20.0, 80.0]",0.1,0.1
0.08304882086060683,0.021247650266701612,0.0737465601980938,0.09872699695036692,0.45761202872847406,0.046431581629837335,18,28,2.0,"[20.0, 80.0]",0.1,0.15
0.08304882086060683,0.021247650266701612,0.0737465601980938,0.09872699695036692,0.45761202872847406,0.046431581629837335,18,28,2.0,"[20.0, 80.0]",0.1,0.2
0.14523907742374664,0.038478432031513465,0.3055873477475989,0.3714914133483291,0.2190292107643029,0.17567717062597676,18,28,2.0,"[20.0, 80.0]",0.7,0.1
0.7713075801083211,0.16261219983030317,0.09206238847839958,0.2118117432292186,0.8788219897925093,0.1850342864869552,18,28,2.0,"[20.0, 80.0]",0.7,0.15
0.7713075801083211,0.16261219983030317,0.09206238847839958,0.2118117432292186,0.8788219897925093,0.1850342864869552,18,28,2.0,"[20.0, 80.0]",0.7,0.2
0.24898127558356964,0.06385506720138157,0.31732202037539464,0.3921370627275571,0.32519951665008207,0.1963565870551101,18,28,2.0,"[20.0, 80.0]",1.2,0.1
2.028078630383551,0.33907771569122236,0.22043619674636358,0.5777218800311728,0.6772354594941316,0.5006792112517265,18,28,2.0,"[20.0, 80.0]",1.2,0.15
2.028078630383551,0.33907771569122236,0.22043619674636358,0.5777218800311728,0.6772354594941316,0.5006792112517265,18,28,2.0,"[20.0, 80.0]",1.2,0.2
0.3319750341114267,0.08308210742658928,0.3256462344911675,0.4069864640192173,0.39164429911343424,0.21213664443645003,18,28,2.0,"[20.0, 80.0]",1.6,0.1
2.7868616804030624,0.42036039288046956,0.30268108094245383,0.6999652504069098,0.6227352943403197,0.6750225925860982,18,28,2.0,"[20.0, 80.0]",1.6,0.15
2.7868616804030624,0.42036039288046956,0.30268108094245383,0.6999652504069098,0.6227352943403197,0.6750225925860982,18,28,2.0,"[20.0, 80.0]",1.6,0.2
0.0673771440333133,0.01831955390293105,0.2568171408530514,0.30179170978968173,0.13550197149389584,0.1351976927048351,18,28,2.0,"[25.0, 75.0]",0.1,0.1
0.7210711955628344,0.15383027887841627,0.21899554642482308,0.30314487601084167,0.790618985342781,0.19456942184574733,18,28,2.0,"[25.0, 75.0]",0.1,0.15
0.7210711955628344,0.15383027887841627,0.21899554642482308,0.30314487601084167,0.790618985342781,0.19456942184574733,18,28,2.0,"[25.0, 75.0]",0.1,0.2
0.47164000823320906,0.11357177415522135,0.2982265856439167,0.3733487241952549,0.5400293737070424,0.21030666049812372,18,28,2.0,"[25.0, 75.0]",0.7,0.1
0.5160530725772834,0.11589953314273971,0.03051475377600205,0.07101718025172472,0.9539210597071534,0.12149803378732407,18,28,2.0,"[25.0, 75.0]",0.7,0.15
0.5160530725772834,0.11589953314273971,0.03051475377600205,0.07101718025172472,0.9539210597071534,0.12149803378732407,18,28,2.0,"[25.0, 75.0]",0.7,0.2
0.8085257283997866,0.1793498296787701,0.3196713380880976,0.4127332385816284,0.6812697824598685,0.2632581604180207,18,28,2.0,"[25.0, 75.0]",1.2,0.1
2.791944452878674,0.4208625600748457,0.10953719322050044,0.34761569000741804,0.9870998640207621,0.42636269684056355,18,28,2.0,"[25.0, 75.0]",1.2,0.15
2.791944452878674,0.4208625600748457,0.10953719322050044,0.34761569000741804,0.9870998640207621,0.42636269684056355,18,28,2.0,"[25.0, 75.0]",1.2,0.2
1.0780343045330487,0.22585408791556483,0.33210295392258576,0.4361223574510543,0.7499169803683677,0.3011721214855313,18,28,2.0,"[25.0, 75.0]",1.6,0.1
3.653277805036864,0.49961509616848754,0.14071099310655566,0.4166776026391194,0.9785304589208725,0.5105769489479818,18,28,2.0,"[25.0, 75.0]",1.6,0.15
3.653277805036864,0.49961509616848754,0.14071099310655566,0.4166776026391194,0.9785304589208725,0.5105769489479818,18,28,2.0,"[25.0, 75.0]",1.6,0.2
0.08487735531054641,0.022940671740204754,0.26192804630700167,0.30748658801670786,0.1633371199972334,0.14044983614620682,18,28,2.0,"[30.0, 70.0]",0.1,0.1
1.0249522690943977,0.2043477687332209,0.20458729579543178,0.2867453659269571,0.9115760579929392,0.2241697409025235,18,28,2.0,"[30.0, 70.0]",0.1,0.15
1.0249522690943977,0.2043477687332209,0.20458729579543178,0.2867453659269571,0.9115760579929392,0.2241697409025235,18,28,2.0,"[30.0, 70.0]",0.1,0.2
0.5941414871738455,0.13863937491342804,0.3119110361916262,0.39366462229854493,0.5951763995025868,0.2329382936374739,18,28,2.0,"[30.0, 70.0]",0.7,0.1
1.3993064271235514,0.25940958454282903,0.1448058767643908,0.2867642104903596,0.8147129261652215,0.31840612344748964,18,28,2.0,"[30.0, 70.0]",0.7,0.15
1.3993064271235514,0.25940958454282903,0.1448058767643908,0.2867642104903596,0.8147129261652215,0.31840612344748964,18,28,2.0,"[30.0, 70.0]",0.7,0.2
1.0185282637265898,0.2159782114148976,0.3362369001878121,0.4380627195581705,0.729026262296155,0.2962557353347581,18,28,2.0,"[30.0, 70.0]",1.2,0.1
1.1397805106368977,0.2219820162358752,0.10264461593850262,0.20727363051421388,0.9242811375174946,0.24016720370610567,18,28,2.0,"[30.0, 70.0]",1.2,0.15
1.1397805106368977,0.2219820162358752,0.10264461593850262,0.20727363051421388,0.9242811375174946,0.24016720370610567,18,28,2.0,"[30.0, 70.0]",1.2,0.2
1.3580376849687918,0.2697643448834517,0.34986180948062995,0.46338914734603315,0.7913119084718717,0.3409077280340725,18,28,2.0,"[30.0, 70.0]",1.6,0.1
0.4707384804278134,0.10701101732049656,0.038711724987524905,0.07651233709661649,0.8641845771863985,0.1238288904309097,18,28,2.0,"[30.0, 70.0]",1.6,0.15
0.4707384804278134,0.10701101732049656,0.038711724987524905,0.07651233709661649,0.8641845771863985,0.1238288904309097,18,28,2.0,"[30.0, 70.0]",1.6,0.2
0.12125802046694978,0.032377892500094374,0.2994926573246162,0.35655088591444195,0.1968094898716163,0.16451387847819368,18,35,0.5,"[20.0, 80.0]",0.1,0.1
-0.2244688138356571,-0.06479844151615166,-0.002593883954221823,-0.001735432074181185,1.0362020136756287,-0.06253456436192188,18,35,0.5,"[20.0, 80.0]",0.1,0.15
-0.2244688138356571,-0.06479844151615166,-0.002593883954221823,-0.001735432074181185,1.0362020136756287,-0.06253456436192188,18,35,0.5,"[20.0, 80.0]",0.1,0.2
0.8488061432686314,0.18660491241521515,0.3744588598957164,0.48019913920615453,0.6322401039399949,0.2951488069996357,18,35,0.5,"[20.0, 80.0]",0.7,0.1
0.38994101313029494,0.09064889553622613,0.018126099899630013,0.07600797529825086,0.8767524379051416,0.10339166635546179,18,35,0.5,"[20.0, 80.0]",0.7,0.15
0.38994101313029494,0.09064889553622613,0.018126099899630013,0.07600797529825086,0.8767524379051416,0.10339166635546179,18,35,0.5,"[20.0, 80.0]",0.7,0.2
1.45509624560338,0.28410433819690883,0.4117504392006036,0.5426347025338442,0.7470127663295548,0.38032059290345827,18,35,0.5,"[20.0, 80.0]",1.2,0.1
4.619173132660126,0.5760395006283314,0.298418715494158,0.5865650762723731,0.9285646130202233,0.6203547847410655,18,35,0.5,"[20.0, 80.0]",1.2,0.15
4.619173132660126,0.5760395006283314,0.298418715494158,0.5865650762723731,0.9285646130202233,0.6203547847410655,18,35,0.5,"[20.0, 80.0]",1.2,0.2
1.9401283274711796,0.3502042227215372,0.4341144180816466,0.5798898982382215,0.7976956957626783,0.43901982244834137,18,35,0.5,"[20.0, 80.0]",1.6,0.1
5.124417696681939,0.6122092556808387,0.34718172189281077,0.7035392209603688,0.8496734795458813,0.7205229660787361,18,35,0.5,"[20.0, 80.0]",1.6,0.15
5.124417696681939,0.6122092556808387,0.34718172189281077,0.7035392209603688,0.8496734795458813,0.7205229660787361,18,35,0.5,"[20.0, 80.0]",1.6,0.2
0.33057892649491527,0.08276592431541152,0.29580541579707653,0.36266069195156353,0.43519773855702026,0.19018004227190488,18,35,0.5,"[25.0, 75.0]",0.1,0.1
4.061574679276811,0.5332252584241364,0.41346128044746705,0.6724797389400606,0.8235923675199873,0.6474383195533874,18,35,0.5,"[25.0, 75.0]",0.1,0.15
4.061574679276811,0.5332252584241364,0.41346128044746705,0.6724797389400606,0.8235923675199873,0.6474383195533874,18,35,0.5,"[25.0, 75.0]",0.1,0.2
2.3140524854644275,0.39596663311006064,0.3877153639363344,0.5247295286974168,0.8746625927813034,0.4527078628696612,18,35,0.5,"[25.0, 75.0]",0.7,0.1
1.1102937878585326,0.21752154219867825,0.031905005615812596,0.1541619591583696,0.9256865072410397,0.2349840259063404,18,35,0.5,"[25.0, 75.0]",0.7,0.15
1.1102937878585326,0.21752154219867825,0.031905005615812596,0.1541619591583696,0.9256865072410397,0.2349840259063404,18,35,0.5,"[25.0, 75.0]",0.7,0.2
3.9669471179390037,0.5624303690916628,0.4024827177655438,0.5616392451681617,0.9406241910613886,0.5979331325266293,18,35,0.5,"[25.0, 75.0]",1.2,0.1
1.9783082249459878,0.33324193954013714,0.05766276372673912,0.21202810147175252,0.8894242569285272,0.37467152142997595,18,35,0.5,"[25.0, 75.0]",1.2,0.15
1.9783082249459878,0.33324193954013714,0.05766276372673912,0.21202810147175252,0.8894242569285272,0.37467152142997595,18,35,0.5,"[25.0, 75.0]",1.2,0.2
5.289262823918695,0.6685563949947959,0.3918160764932654,0.5685001253072075,0.9661248808493409,0.6919979065305241,18,35,0.5,"[25.0, 75.0]",1.6,0.1
0.6780825203338252,0.14616417526886205,0.027056147224387518,0.08792665890884074,0.8667538443016367,0.16863400864016917,18,35,0.5,"[25.0, 75.0]",1.6,0.15
0.6780825203338252,0.14616417526886205,0.027056147224387518,0.08792665890884074,0.8667538443016367,0.16863400864016917,18,35,0.5,"[25.0, 75.0]",1.6,0.2
-0.05453171074052365,-0.015490777572930603,-0.031910580388592236,-0.03601109214358582,0.6878483507462696,-0.02252062908361144,18,35,0.5,"[30.0, 70.0]",0.1,0.1
2.0576846409496246,0.3425157012249813,0.12511010313602003,0.4244336745907107,0.8838043969090422,0.3875469531752417,18,35,0.5,"[30.0, 70.0]",0.1,0.15
2.0576846409496246,0.3425157012249813,0.12511010313602003,0.4244336745907107,0.8838043969090422,0.3875469531752417,18,35,0.5,"[30.0, 70.0]",0.1,0.2
1.7460227866067486,0.3247719414006658,0.17553775733481528,0.28852553596136554,0.9174825112325293,0.3539816153709274,18,35,0.5,"[30.0, 70.0]",0.7,0.1
-0.441752601353241,-0.14241092318949644,-0.003977566101243562,-0.002733760944502694,1.0079371282792031,-0.14128949037984834,18,35,0.5,"[30.0, 70.0]",0.7,0.15
-0.441752601353241,-0.14241092318949644,-0.003977566101243562,-0.002733760944502694,1.0079371282792031,-0.14128949037984834,18,35,0.5,"[30.0, 70.0]",0.7,0.2
6.078195384206493,0.7243675721429519,0.6046864823230226,0.8140380978575849,0.7920384745582548,0.9145610919304834,18,35,0.5,"[30.0, 70.0]",1.2,0.1
-0.2674545165838669,-0.07874726077554683,-0.0016835802007196354,-0.0011647442813195567,1.1214228269935096,-0.07022084701687867,18,35,0.5,"[30.0, 70.0]",1.2,0.15
-0.2674545165838669,-0.07874726077554683,-0.0016835802007196354,-0.0011647442813195567,1.1214228269935096,-0.07022084701687867,18,35,0.5,"[30.0, 70.0]",1.2,0.2
8.104260512275305,0.8495522113612337,0.6395044399449337,0.8670587576648162,0.8072762250153216,1.0523686751026389,18,35,0.5,"[30.0, 70.0]",1.6,0.1
0.35791956479271647,0.0839702120362702,0.0002644167522750722,0.0001795019798055128,1.1108791999167125,0.0755889677676617,18,35,0.5,"[30.0, 70.0]",1.6,0.15
0.35791956479271647,0.0839702120362702,0.0002644167522750722,0.0001795019798055128,1.1108791999167125,0.0755889677676617,18,35,0.5,"[30.0, 70.0]",1.6,0.2
